Recency,Frequency,Monetary,Cluster,Segment
19,1,170.32,0,Regular
52,1,125.79,0,Regular
26,2,841.1999999999999,0,Regular
29,1,266.76,0,Regular
7,2,52.2,0,Regular
11,12,14389.9,3,High-Value
186,3,710.28,1,Occasional
3,8,2953.59,0,Regular
9,2,725.7,0,Regular
262,1,327.25,1,Occasional
3,4,522.38,0,Regular
210,1,519.68,1,Occasional
108,2,1465.3200000000002,0,Regular
13,9,1485.54,0,Regular
77,3,706.19,0,Regular
20,1,255.4,0,Regular
27,2,589.7,0,Regular
19,6,761.59,0,Regular
132,1,765.3199999999999,0,Regular
253,1,364.8,1,Occasional
79,1,1862.0,0,Regular
207,1,369.2,1,Occasional
336,1,135.9,1,Occasional
254,1,125.65,1,Occasional
148,2,554.38,1,Occasional
10,2,1237.8500000000001,0,Regular
85,1,655.75,0,Regular
8,20,11138.710000000001,3,High-Value
205,2,468.77000000000004,1,Occasional
8,4,1366.38,0,Regular
23,6,1303.52,0,Regular
11,9,1421.29,0,Regular
26,1,332.66,0,Regular
21,5,2810.63,0,Regular
2,2,1025.44,0,Regular
158,2,616.15,1,Occasional
3,7,3501.1,0,Regular
74,1,277.8,0,Regular
3,4,434.35,0,Regular
1,201,143825.06,2,High-Value
17,2,867.85,0,Regular
36,4,1227.43,0,Regular
91,2,307.48,0,Regular
71,4,1268.98,0,Regular
116,2,1610.15,0,Regular
213,2,977.77,1,Occasional
30,2,1316.07,0,Regular
51,1,749.1,0,Regular
246,1,310.05,1,Occasional
32,1,223.88,0,Regular
109,3,2372.86,0,Regular
5,5,1257.68,0,Regular
366,1,363.53,1,Occasional
82,2,1890.94,0,Regular
297,1,1784.71,1,Occasional
34,8,8137.02,0,Regular
57,3,1621.88,0,Regular
30,12,5900.25,0,Regular
14,1,100.9,0,Regular
72,2,290.82,0,Regular
23,6,1101.97,0,Regular
19,1,371.2,0,Regular
79,1,311.69,0,Regular
60,11,8099.49,0,Regular
25,1,289.82,0,Regular
12,1,336.17,0,Regular
253,1,58.49,1,Occasional
147,3,499.68,1,Occasional
64,4,695.42,0,Regular
8,2,221.27,0,Regular
11,9,7044.68,0,Regular
271,1,126.7,1,Occasional
10,5,1487.8,0,Regular
247,1,206.21,1,Occasional
96,2,599.0,0,Regular
15,1,191.32,0,Regular
50,1,463.8,0,Regular
30,1,147.59,0,Regular
68,4,1592.06,0,Regular
35,3,1116.57,0,Regular
128,1,114.77,0,Regular
107,3,1314.45,0,Regular
37,1,114.39,0,Regular
57,1,279.94,0,Regular
57,7,790.86,0,Regular
72,5,1931.42,0,Regular
246,1,102.12,1,Occasional
19,2,213.27,0,Regular
198,2,296.75,1,Occasional
16,2,326.4,0,Regular
212,1,334.54,1,Occasional
39,2,233.23000000000002,0,Regular
46,3,546.1999999999999,0,Regular
170,2,429.87,1,Occasional
48,1,490.52,0,Regular
116,4,1641.76,0,Regular
147,1,1246.32,1,Occasional
16,28,6316.57,3,High-Value
51,1,502.09,0,Regular
159,1,156.91,1,Occasional
12,3,1261.78,0,Regular
36,1,308.94,0,Regular
54,2,423.04,0,Regular
43,2,260.17,0,Regular
173,1,170.04,1,Occasional
34,1,125.58,0,Regular
39,3,496.21000000000004,0,Regular
267,1,266.0,1,Occasional
9,9,1914.82,0,Regular
12,4,905.04,0,Regular
3,11,6802.76,0,Regular
10,10,1661.33,0,Regular
33,1,377.01,0,Regular
80,3,469.0,0,Regular
31,4,1066.1499999999999,0,Regular
8,4,627.13,0,Regular
72,2,518.28,0,Regular
4,4,668.14,0,Regular
256,3,4959.1,1,Occasional
5,10,2586.67,0,Regular
16,8,4308.61,0,Regular
90,1,252.73000000000002,0,Regular
72,3,465.55,0,Regular
59,6,705.49,0,Regular
10,47,19914.44,3,High-Value
170,1,180.35,1,Occasional
199,1,135.93,1,Occasional
31,1,537.0,0,Regular
19,17,7700.2300000000005,3,High-Value
152,2,735.66,1,Occasional
9,15,5213.7699999999995,3,High-Value
270,1,343.62,1,Occasional
65,4,384.05,0,Regular
274,1,121.17000000000002,1,Occasional
25,3,1782.09,0,Regular
23,3,1391.61,0,Regular
319,1,215.78,1,Occasional
5,3,697.79,0,Regular
12,2,302.1,0,Regular
275,2,1489.5,1,Occasional
25,11,2124.9900000000002,0,Regular
41,9,1337.72,0,Regular
8,4,303.09,0,Regular
4,48,54534.14,3,High-Value
71,4,987.86,0,Regular
213,1,370.79999999999995,1,Occasional
38,4,3158.13,0,Regular
53,1,893.59,0,Regular
78,3,1744.76,0,Regular
46,2,553.36,0,Regular
179,1,1109.53,1,Occasional
373,1,106.2,1,Occasional
94,2,982.07,0,Regular
10,3,1043.41,0,Regular
105,1,748.87,0,Regular
78,1,773.03,0,Regular
173,1,880.85,1,Occasional
7,32,9743.11,3,High-Value
213,4,895.61,1,Occasional
22,5,504.8,0,Regular
257,1,88.2,1,Occasional
282,1,306.94,1,Occasional
21,2,1160.07,0,Regular
10,6,2420.84,0,Regular
308,1,381.32,1,Occasional
68,1,480.71,0,Regular
215,2,457.81,1,Occasional
18,6,4597.02,0,Regular
104,4,1370.6,0,Regular
43,1,219.39000000000001,0,Regular
4,1,248.08,0,Regular
182,3,39916.5,3,High-Value
84,1,410.48,0,Regular
334,3,876.0,1,Occasional
9,2,317.53,0,Regular
31,2,703.36,0,Regular
197,2,1027.44,1,Occasional
18,7,2298.93,0,Regular
18,5,1422.52,0,Regular
311,6,319.5,1,Occasional
142,4,1300.25,0,Regular
246,1,484.95,1,Occasional
24,4,996.1,0,Regular
29,3,1567.48,0,Regular
10,3,3609.33,0,Regular
30,10,2760.56,0,Regular
18,1,340.11,0,Regular
18,4,1352.75,0,Regular
15,5,1551.78,0,Regular
134,1,244.8,0,Regular
246,1,266.4,1,Occasional
134,1,358.82,0,Regular
50,2,457.72,0,Regular
114,3,1633.78,0,Regular
7,2,2199.31,0,Regular
23,2,184.19,0,Regular
25,15,11528.48,3,High-Value
66,1,406.53,0,Regular
60,4,1471.0,0,Regular
50,11,3447.4,0,Regular
170,1,330.11,1,Occasional
18,5,977.9300000000001,0,Regular
128,3,982.42,0,Regular
15,8,1387.99,0,Regular
239,1,139.05,1,Occasional
3,4,1286.7,0,Regular
240,2,178.96,1,Occasional
52,7,2354.25,0,Regular
46,1,498.74,0,Regular
226,1,259.45,1,Occasional
8,17,6580.44,3,High-Value
4,4,1194.73,0,Regular
165,2,1327.16,1,Occasional
240,1,623.5,1,Occasional
11,1,301.29,0,Regular
134,1,520.8000000000001,0,Regular
17,10,5314.47,0,Regular
10,13,4745.69,0,Regular
31,1,329.25,0,Regular
75,1,296.42,0,Regular
1,3,961.49,0,Regular
4,3,1936.07,0,Regular
45,1,401.40000000000003,0,Regular
2,30,18641.010000000002,3,High-Value
357,1,158.16,1,Occasional
18,2,304.47,0,Regular
69,3,843.05,0,Regular
373,1,487.75,1,Occasional
321,1,163.0,1,Occasional
26,1,106.56,0,Regular
331,1,1289.5,1,Occasional
9,5,1624.05,0,Regular
323,1,135.75,1,Occasional
72,1,224.14,0,Regular
260,1,40.5,1,Occasional
18,5,2206.95,0,Regular
367,1,87.5,1,Occasional
66,3,689.4799999999999,0,Regular
154,2,622.85,1,Occasional
29,2,406.76,0,Regular
70,1,310.62,0,Regular
14,2,411.41,0,Regular
2,16,4777.18,3,High-Value
1,41,16225.39,3,High-Value
120,3,1044.32,0,Regular
61,1,499.32,0,Regular
3,15,7616.53,3,High-Value
3,1,3861.0,0,Regular
11,3,1079.6100000000001,0,Regular
92,2,193.64,0,Regular
59,4,1268.7,0,Regular
87,5,1236.54,0,Regular
26,6,1827.8,0,Regular
357,1,316.58,1,Occasional
85,2,653.24,0,Regular
10,4,420.29999999999995,0,Regular
1,5,870.12,0,Regular
225,1,331.18,1,Occasional
60,2,894.4100000000001,0,Regular
241,1,101.8,1,Occasional
319,2,328.35,1,Occasional
2,8,1661.44,0,Regular
47,3,734.94,0,Regular
88,1,96.6,0,Regular
11,11,5756.89,0,Regular
176,1,305.75,1,Occasional
52,6,1778.96,0,Regular
366,1,403.25,1,Occasional
319,1,585.0,1,Occasional
226,2,755.75,1,Occasional
358,2,322.08,1,Occasional
234,1,409.40000000000003,1,Occasional
311,1,154.41,1,Occasional
37,5,1219.4,0,Regular
66,4,3386.71,0,Regular
239,2,429.6,1,Occasional
113,2,612.06,0,Regular
277,1,197.0,1,Occasional
218,12,2247.51,1,Occasional
299,1,321.05,1,Occasional
2,4,1412.32,0,Regular
29,3,1071.99,0,Regular
10,2,780.59,0,Regular
45,5,1706.57,0,Regular
67,8,1756.44,0,Regular
74,1,316.68,0,Regular
65,2,631.57,0,Regular
134,3,2515.84,0,Regular
238,2,514.15,1,Occasional
122,1,356.0,0,Regular
32,13,6688.46,0,Regular
9,11,10484.99,0,Regular
36,2,740.78,0,Regular
16,5,918.1999999999999,0,Regular
127,1,300.36,0,Regular
67,1,890.85,0,Regular
149,1,98.45,1,Occasional
283,1,317.15,1,Occasional
169,2,623.16,1,Occasional
100,7,1810.77,0,Regular
135,1,254.82,0,Regular
324,1,178.95000000000002,1,Occasional
107,1,156.51,0,Regular
64,1,393.74,0,Regular
151,2,1506.1200000000001,1,Occasional
338,1,119.3,1,Occasional
22,5,1717.36,0,Regular
24,1,408.8,0,Regular
16,7,2379.49,0,Regular
7,15,2507.07,3,High-Value
57,2,721.94,0,Regular
4,2,716.57,0,Regular
38,1,615.14,0,Regular
66,1,135.31,0,Regular
47,1,255.89999999999998,0,Regular
355,1,290.51,1,Occasional
172,1,113.12,1,Occasional
59,9,2332.15,0,Regular
50,1,240.55,0,Regular
22,2,486.69,0,Regular
43,5,2306.52,0,Regular
29,3,939.78,0,Regular
5,18,7943.22,3,High-Value
26,15,4668.3,3,High-Value
201,1,180.94,1,Occasional
51,6,3672.86,0,Regular
10,3,641.94,0,Regular
2,12,4799.9,0,Regular
67,7,4507.01,0,Regular
64,1,496.44,0,Regular
51,12,5070.35,0,Regular
290,1,574.02,1,Occasional
61,8,694.4000000000001,0,Regular
64,3,1174.35,0,Regular
96,1,205.3,0,Regular
274,1,310.47,1,Occasional
1,91,60767.9,2,High-Value
75,4,924.85,0,Regular
110,1,52.0,0,Regular
199,1,327.97,1,Occasional
64,2,570.5,0,Regular
327,1,165.0,1,Occasional
4,1,312.62,0,Regular
284,1,204.5,1,Occasional
44,1,267.13,0,Regular
71,3,2748.31,0,Regular
86,1,679.68,0,Regular
104,1,162.29,0,Regular
334,1,311.71,1,Occasional
53,1,208.75,0,Regular
39,3,1049.7,0,Regular
32,2,714.96,0,Regular
366,4,1661.06,1,Occasional
208,1,1028.56,1,Occasional
157,3,351.67,1,Occasional
54,1,173.97,0,Regular
66,2,574.07,0,Regular
81,1,2020.52,0,Regular
130,1,406.09,0,Regular
87,1,364.5,0,Regular
1,3,563.94,0,Regular
46,1,393.54,0,Regular
333,1,252.42000000000002,1,Occasional
366,1,201.60000000000002,1,Occasional
72,1,158.04,0,Regular
158,2,473.81,1,Occasional
373,1,115.65,1,Occasional
12,7,1960.1100000000001,0,Regular
255,2,777.02,1,Occasional
29,2,277.05,0,Regular
31,10,2766.5,0,Regular
5,22,8347.2,3,High-Value
40,1,427.93,0,Regular
362,1,418.92,1,Occasional
373,1,326.0,1,Occasional
96,2,913.19,0,Regular
26,7,2314.32,0,Regular
75,2,602.51,0,Regular
57,4,1877.59,0,Regular
21,1,446.94000000000005,0,Regular
41,7,2386.05,0,Regular
137,1,2007.3999999999999,0,Regular
8,12,2415.91,0,Regular
129,1,168.0,0,Regular
40,3,1233.3600000000001,0,Regular
169,7,3703.29,1,Occasional
9,5,1690.2600000000002,0,Regular
214,2,596.85,1,Occasional
15,6,5955.71,0,Regular
170,2,642.41,1,Occasional
40,1,316.88,0,Regular
186,1,394.14,1,Occasional
270,1,140.54,1,Occasional
172,1,500.0,1,Occasional
5,4,1535.53,0,Regular
16,2,231.86,0,Regular
10,4,2183.54,0,Regular
326,1,107.45,1,Occasional
113,1,288.18,0,Regular
290,1,94.0,1,Occasional
16,2,1345.53,0,Regular
1,3,815.77,0,Regular
92,5,716.2,0,Regular
149,2,626.77,1,Occasional
189,1,349.1,1,Occasional
31,2,510.71000000000004,0,Regular
34,4,1056.44,0,Regular
264,1,267.18,1,Occasional
84,8,3450.84,0,Regular
26,4,1358.88,0,Regular
171,1,190.53,1,Occasional
10,3,774.9000000000001,0,Regular
313,1,572.8100000000001,1,Occasional
65,4,3984.32,0,Regular
85,1,508.8,0,Regular
25,1,135.86,0,Regular
59,4,950.36,0,Regular
323,2,97.7,1,Occasional
38,1,43.5,0,Regular
254,2,383.34,1,Occasional
19,5,1447.39,0,Regular
33,3,1483.14,0,Regular
15,1,93.78,0,Regular
27,2,397.35,0,Regular
23,1,171.19,0,Regular
214,2,533.3,1,Occasional
8,5,1041.48,0,Regular
22,1,149.29,0,Regular
12,3,1122.53,0,Regular
262,1,200.16,1,Occasional
131,1,156.57999999999998,0,Regular
55,3,383.68,0,Regular
249,1,594.0,1,Occasional
2,7,3236.91,0,Regular
9,2,1418.26,0,Regular
264,1,113.5,1,Occasional
331,1,155.17,1,Occasional
313,1,494.64,1,Occasional
26,3,974.52,0,Regular
30,1,429.84,0,Regular
30,3,538.73,0,Regular
2,7,1388.37,0,Regular
362,1,179.1,1,Occasional
283,3,447.22,1,Occasional
262,1,237.07,1,Occasional
25,1,161.64,0,Regular
354,1,216.76,1,Occasional
94,3,234.6,0,Regular
29,1,126.14,0,Regular
338,1,1048.85,1,Occasional
20,18,7354.62,3,High-Value
85,1,334.53,0,Regular
9,3,524.88,0,Regular
51,2,467.51,0,Regular
50,2,538.55,0,Regular
2,1,469.48,0,Regular
113,1,371.56,0,Regular
14,7,1771.2,0,Regular
77,1,454.10999999999996,0,Regular
40,2,1441.42,0,Regular
116,1,905.5,0,Regular
16,12,11054.96,3,High-Value
161,4,233.81,1,Occasional
1,4,3594.31,0,Regular
30,3,2575.0,0,Regular
93,1,91.32000000000001,0,Regular
23,3,1134.28,0,Regular
95,6,3100.09,0,Regular
28,2,659.4599999999999,0,Regular
33,5,2001.8,0,Regular
21,2,1299.23,0,Regular
18,2,1262.2,0,Regular
3,27,13316.4,3,High-Value
8,4,1131.56,0,Regular
16,12,10384.93,3,High-Value
363,1,147.09,1,Occasional
81,1,52.83,0,Regular
53,5,3610.96,0,Regular
23,3,979.26,0,Regular
172,1,492.36,1,Occasional
189,6,1000.27,1,Occasional
331,1,250.0,1,Occasional
12,5,909.23,0,Regular
156,2,121.0,1,Occasional
33,19,14758.220000000001,3,High-Value
12,11,4139.46,0,Regular
45,3,62.43,0,Regular
233,1,267.03,1,Occasional
64,8,1942.45,0,Regular
2,1,343.5,0,Regular
40,8,3000.2,0,Regular
33,2,398.84,0,Regular
84,1,412.01000000000005,0,Regular
25,1,440.0,0,Regular
2,3,825.92,0,Regular
33,2,148.44,0,Regular
19,8,2429.78,0,Regular
254,1,229.33,1,Occasional
23,11,3995.23,0,Regular
22,4,1502.35,0,Regular
8,2,2007.44,0,Regular
25,4,1580.93,0,Regular
19,3,807.57,0,Regular
173,4,536.4,1,Occasional
163,1,110.92,1,Occasional
7,1,538.46,0,Regular
11,1,213.3,0,Regular
114,1,85.13000000000001,0,Regular
288,1,127.86,1,Occasional
9,9,3546.71,0,Regular
54,2,292.71999999999997,0,Regular
7,14,4954.84,3,High-Value
77,3,1693.26,0,Regular
4,4,575.63,0,Regular
37,1,436.06,0,Regular
217,1,90.12,1,Occasional
60,1,437.23,0,Regular
278,1,217.2,1,Occasional
12,16,4805.17,3,High-Value
24,1,279.77,0,Regular
29,1,473.65000000000003,0,Regular
12,4,800.59,0,Regular
352,1,134.55,1,Occasional
22,4,1400.44,0,Regular
50,2,173.16,0,Regular
19,1,186.01,0,Regular
3,3,758.29,0,Regular
104,5,1375.71,0,Regular
7,12,4165.52,0,Regular
12,4,650.4300000000001,0,Regular
5,7,2552.86,0,Regular
32,2,607.45,0,Regular
178,4,702.25,1,Occasional
38,1,940.6700000000001,0,Regular
151,3,258.88,1,Occasional
162,1,127.1,1,Occasional
69,2,348.6,0,Regular
121,13,3679.9700000000003,0,Regular
25,3,682.9100000000001,0,Regular
24,4,725.11,0,Regular
177,1,455.3,1,Occasional
50,4,913.6800000000001,0,Regular
256,3,478.53000000000003,1,Occasional
47,1,388.58,0,Regular
71,1,199.8,0,Regular
16,5,1771.78,0,Regular
101,5,1406.59,0,Regular
35,1,324.57,0,Regular
53,1,240.68,0,Regular
27,2,761.74,0,Regular
11,14,6776.56,3,High-Value
8,9,1297.8700000000001,0,Regular
79,1,48.480000000000004,0,Regular
52,1,216.39,0,Regular
36,5,1198.23,0,Regular
61,9,2920.16,0,Regular
337,1,104.76,1,Occasional
28,4,1093.68,0,Regular
184,1,298.48,1,Occasional
52,1,112.46000000000001,0,Regular
10,13,1591.45,0,Regular
36,2,195.15,0,Regular
10,23,10399.74,3,High-Value
33,4,776.851,0,Regular
11,1,336.40000000000003,0,Regular
57,3,1553.18,0,Regular
4,4,1293.03,0,Regular
43,9,3709.56,0,Regular
141,1,301.03,0,Regular
117,4,588.13,0,Regular
104,4,1534.26,0,Regular
75,2,675.8,0,Regular
5,9,2870.2400000000002,0,Regular
45,2,1186.35,0,Regular
16,8,3285.31,0,Regular
17,1,243.55,0,Regular
90,2,724.76,0,Regular
53,1,223.36,0,Regular
134,1,425.32,0,Regular
4,15,12515.66,3,High-Value
105,4,1887.2,0,Regular
192,3,664.0,1,Occasional
166,4,813.0,1,Occasional
19,1,612.01,0,Regular
158,3,447.64000000000004,1,Occasional
204,2,657.35,1,Occasional
336,2,816.0,1,Occasional
37,3,646.3,0,Regular
91,1,337.74,0,Regular
93,2,877.4399999999999,0,Regular
9,2,922.53,0,Regular
243,1,560.67,1,Occasional
45,4,748.5,0,Regular
23,1,30.0,0,Regular
190,5,1024.1000000000001,1,Occasional
44,1,306.45,0,Regular
25,9,1600.86,0,Regular
317,2,309.8,1,Occasional
106,1,138.14,0,Regular
51,1,386.43,0,Regular
168,2,2242.01,1,Occasional
40,1,301.32,0,Regular
218,1,76.32000000000001,1,Occasional
40,4,684.34,0,Regular
297,1,173.05,1,Occasional
19,7,2657.13,0,Regular
88,4,2881.02,0,Regular
73,5,2446.6,0,Regular
81,3,323.69,0,Regular
19,3,3435.76,0,Regular
49,1,657.23,0,Regular
53,1,352.7,0,Regular
24,4,781.28,0,Regular
9,3,1333.68,0,Regular
25,5,1426.16,0,Regular
117,1,193.75,0,Regular
9,9,2993.1,0,Regular
120,2,254.1,0,Regular
4,2,239.76,0,Regular
252,1,136.8,1,Occasional
28,1,191.04,0,Regular
1,14,6479.4,3,High-Value
267,2,409.98,1,Occasional
33,8,2736.46,0,Regular
18,1,309.65,0,Regular
172,2,696.68,1,Occasional
2,4,1542.14,0,Regular
265,1,211.5,1,Occasional
140,4,2293.62,0,Regular
201,1,143.1,1,Occasional
64,4,1060.56,0,Regular
35,4,945.58,0,Regular
41,7,3364.2400000000002,0,Regular
284,1,133.25,1,Occasional
9,5,1072.3600000000001,0,Regular
143,2,356.7,0,Regular
12,2,330.88,0,Regular
146,4,1118.81,0,Regular
234,1,150.3,1,Occasional
33,13,5045.61,0,Regular
24,1,598.73,0,Regular
12,1,507.08,0,Regular
36,5,2222.56,0,Regular
365,1,203.1,1,Occasional
201,2,218.25,1,Occasional
15,1,415.25,0,Regular
17,7,5178.96,0,Regular
213,1,85.0,1,Occasional
66,3,1120.88,0,Regular
212,2,294.12,1,Occasional
283,1,162.3,1,Occasional
115,2,1339.45,0,Regular
15,8,1205.1200000000001,0,Regular
19,16,4812.42,3,High-Value
66,1,449.12,0,Regular
49,1,154.88,0,Regular
16,4,784.46,0,Regular
78,1,34.8,0,Regular
19,4,1094.59,0,Regular
134,1,196.88,0,Regular
13,3,974.04,0,Regular
40,1,149.31,0,Regular
235,3,44534.3,3,High-Value
3,8,2465.48,0,Regular
40,7,2637.38,0,Regular
305,1,79.2,1,Occasional
51,3,458.57,0,Regular
10,6,2364.25,0,Regular
61,4,532.96,0,Regular
66,2,714.42,0,Regular
25,1,205.25,0,Regular
218,3,253.04,1,Occasional
65,2,583.75,0,Regular
32,2,1086.92,0,Regular
88,6,3279.97,0,Regular
64,1,315.06,0,Regular
116,3,621.8299999999999,0,Regular
7,26,56252.72,3,High-Value
6,1,635.6800000000001,0,Regular
69,1,270.8,0,Regular
245,1,104.9,1,Occasional
133,1,241.62,0,Regular
241,4,1047.11,1,Occasional
184,3,475.28000000000003,1,Occasional
25,3,345.46,0,Regular
10,3,2614.7400000000002,0,Regular
11,1,246.3,0,Regular
33,5,2328.9700000000003,0,Regular
46,3,4932.2,0,Regular
26,3,948.05,0,Regular
358,1,351.3,1,Occasional
10,1,220.85,0,Regular
44,2,1612.69,0,Regular
15,3,965.61,0,Regular
150,1,610.01,1,Occasional
1,8,2711.56,0,Regular
113,4,2207.4,0,Regular
76,3,884.14,0,Regular
107,2,699.08,0,Regular
46,3,1063.95,0,Regular
143,1,451.42,1,Occasional
51,1,415.82000000000005,0,Regular
1,13,4206.39,0,Regular
23,17,5528.4800000000005,3,High-Value
46,3,784.58,0,Regular
50,3,903.9,0,Regular
306,4,3734.9700000000003,1,Occasional
36,5,515.77,0,Regular
79,4,1391.98,0,Regular
22,6,2218.62,0,Regular
107,5,1801.14,0,Regular
208,2,1303.9099999999999,1,Occasional
17,4,1945.33,0,Regular
64,5,2100.6,0,Regular
49,4,1905.45,0,Regular
320,1,206.98,1,Occasional
44,2,570.96,0,Regular
3,2,885.47,0,Regular
372,1,15.0,1,Occasional
172,1,532.94,1,Occasional
56,3,1654.31,0,Regular
73,14,1836.0900000000001,0,Regular
99,2,636.14,0,Regular
38,1,576.0,0,Regular
58,3,801.76,0,Regular
254,1,836.79,1,Occasional
70,4,2233.75,0,Regular
44,4,954.09,0,Regular
50,1,137.37,0,Regular
65,1,391.98,0,Regular
11,19,33643.08,3,High-Value
33,3,1048.49,0,Regular
59,2,355.56,0,Regular
73,4,1224.06,0,Regular
304,1,118.95000000000002,1,Occasional
46,1,130.73999999999998,0,Regular
18,8,3711.77,0,Regular
38,2,389.27,0,Regular
19,2,238.85,0,Regular
187,2,160.71,1,Occasional
52,1,110.8,0,Regular
4,12,2974.65,0,Regular
137,5,712.24,0,Regular
4,27,16387.57,3,High-Value
19,1,297.0,0,Regular
16,5,1438.85,0,Regular
41,8,977.21,0,Regular
12,8,3165.36,0,Regular
8,4,832.88,0,Regular
26,2,68.84,0,Regular
22,6,1936.3200000000002,0,Regular
41,3,895.13,0,Regular
101,1,230.53,0,Regular
5,15,3812.64,3,High-Value
277,2,149.64,1,Occasional
33,1,354.09000000000003,0,Regular
15,2,360.93,0,Regular
64,7,4405.88,0,Regular
2,2,493.28,0,Regular
369,1,343.28000000000003,1,Occasional
312,5,501.39000000000004,1,Occasional
199,4,516.36,1,Occasional
2,2,396.48,0,Regular
93,3,379.35,0,Regular
60,1,181.09,0,Regular
81,1,168.31,0,Regular
157,2,446.87,1,Occasional
227,1,524.52,1,Occasional
253,2,263.55,1,Occasional
150,1,179.17,1,Occasional
194,2,222.05,1,Occasional
1,5,1388.88,0,Regular
369,1,56.25,1,Occasional
24,1,351.11,0,Regular
17,3,363.88,0,Regular
10,7,5126.76,0,Regular
8,1,164.68,0,Regular
20,7,1567.69,0,Regular
4,3,967.45,0,Regular
174,1,191.94,1,Occasional
1,8,1232.18,0,Regular
178,2,264.62,1,Occasional
16,8,1528.09,0,Regular
248,1,123.1,1,Occasional
191,2,334.23,1,Occasional
20,2,639.89,0,Regular
154,4,167.5,1,Occasional
173,1,336.03000000000003,1,Occasional
373,1,369.5,1,Occasional
373,1,127.08,1,Occasional
194,1,207.15,1,Occasional
67,1,426.63,0,Regular
4,8,2495.87,0,Regular
21,3,1107.46,0,Regular
239,2,416.86,1,Occasional
64,1,145.35,0,Regular
112,5,404.58,0,Regular
90,15,6115.01,3,High-Value
311,1,35.8,1,Occasional
134,1,337.44,0,Regular
277,1,325.1,1,Occasional
365,1,181.0,1,Occasional
83,1,1708.24,0,Regular
8,2,955.24,0,Regular
17,2,364.72,0,Regular
32,4,1765.51,0,Regular
9,2,708.22,0,Regular
34,4,806.57,0,Regular
15,8,1659.3799999999999,0,Regular
24,14,4416.26,0,Regular
32,1,428.89,0,Regular
74,1,104.35,0,Regular
20,2,470.76,0,Regular
17,4,845.64,0,Regular
23,2,418.83,0,Regular
3,3,666.1,0,Regular
304,1,314.1,1,Occasional
18,12,4199.85,0,Regular
367,1,307.82000000000005,1,Occasional
39,7,3442.15,0,Regular
84,1,371.01,0,Regular
165,2,430.94,1,Occasional
17,2,1054.73,0,Regular
77,1,1098.78,0,Regular
89,3,2398.86,0,Regular
25,8,3408.48,0,Regular
22,4,1475.02,0,Regular
3,10,2837.67,0,Regular
123,2,1142.42,0,Regular
30,1,168.12,0,Regular
12,7,1451.28,0,Regular
19,1,158.03,0,Regular
44,2,792.11,0,Regular
4,1,41.989999999999995,0,Regular
9,7,2797.57,0,Regular
55,1,427.07,0,Regular
88,6,1060.68,0,Regular
37,5,3089.97,0,Regular
3,3,12393.7,0,Regular
30,5,2735.37,0,Regular
12,4,615.39,0,Regular
211,1,101.4,1,Occasional
48,4,1701.94,0,Regular
24,3,478.78,0,Regular
22,4,992.71,0,Regular
246,3,407.5,1,Occasional
8,16,3362.71,3,High-Value
35,3,1415.29,0,Regular
4,47,37130.6,3,High-Value
38,3,662.38,0,Regular
4,3,705.39,0,Regular
3,8,1508.76,0,Regular
47,1,211.88,0,Regular
39,2,408.90000000000003,0,Regular
47,9,3786.2400000000002,0,Regular
17,3,851.01,0,Regular
260,1,628.28,1,Occasional
46,3,719.81,0,Regular
12,1,251.24,0,Regular
30,1,439.65999999999997,0,Regular
43,1,236.09,0,Regular
92,6,934.62,0,Regular
39,63,81024.84,2,High-Value
310,1,331.24,1,Occasional
92,2,548.94,0,Regular
6,20,8816.4,3,High-Value
196,3,437.7,1,Occasional
87,2,758.92,0,Regular
270,3,855.02,1,Occasional
8,3,471.78000000000003,0,Regular
65,3,1313.55,0,Regular
31,3,3166.4,0,Regular
22,5,1197.27,0,Regular
38,4,773.99,0,Regular
120,4,1340.7,0,Regular
373,2,256.44,1,Occasional
40,3,1111.79,0,Regular
174,1,137.9,1,Occasional
54,1,362.06,0,Regular
33,2,1511.95,0,Regular
145,1,783.9,1,Occasional
221,1,134.8,1,Occasional
45,1,664.85,0,Regular
16,7,2263.12,0,Regular
66,6,1459.8600000000001,0,Regular
10,4,1153.62,0,Regular
260,1,335.32,1,Occasional
365,1,372.09,1,Occasional
17,5,1521.87,0,Regular
22,2,852.15,0,Regular
45,1,326.24,0,Regular
288,1,584.3199999999999,1,Occasional
297,1,122.39999999999999,1,Occasional
3,10,2234.73,0,Regular
284,1,79.2,1,Occasional
17,3,1352.0,0,Regular
82,2,217.16,0,Regular
56,5,2806.9,0,Regular
101,2,1317.62,0,Regular
299,1,436.18,1,Occasional
23,5,981.51,0,Regular
59,5,1121.39,0,Regular
155,2,315.06,1,Occasional
115,3,817.86,0,Regular
107,1,17.0,0,Regular
12,4,1078.23,0,Regular
264,1,320.62,1,Occasional
240,1,185.04999999999998,1,Occasional
88,7,2005.63,0,Regular
50,3,731.9,0,Regular
71,1,1290.7,0,Regular
42,3,1842.14,0,Regular
7,6,1429.64,0,Regular
62,1,302.36,0,Regular
249,1,336.96,1,Occasional
66,1,108.38,0,Regular
18,7,3204.1600000000003,0,Regular
85,1,842.5,0,Regular
219,2,611.88,1,Occasional
45,3,1337.48,0,Regular
143,4,195.73999999999998,0,Regular
183,1,161.38,1,Occasional
171,1,135.75000000000003,1,Occasional
10,8,1667.97,0,Regular
212,1,612.78,1,Occasional
190,1,232.21,1,Occasional
